tweet_id,timestamp,source,name,jpg_url,favorite_count,retweet_count,month,year,day,stage,ratings,prediction,dog_breed,tweet_url
886983233522544640,2017-07-17,Twitter for iPhone,maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,30246,6289,7,2017,17,unknown,1.3,66,chihuahua,https://t.co/I6oNy0CgiT
886736880519319552,2017-07-16,Twitter for iPhone,mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,10453,2617,7,2017,16,unknown,1.3,100,kuvasz,https://t.co/bVi0Yr4Cff
886680336477933568,2017-07-16,Twitter for iPhone,derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,19658,3722,7,2017,16,unknown,1.3,0,convertible,https://t.co/BCoWue0abA
886366144734445568,2017-07-15,Twitter for iPhone,roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,18490,2613,7,2017,15,pupper,1.2,100,boston_bull,https://t.co/RGE08MIJox
886258384151887873,2017-07-15,Twitter for iPhone,waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,24446,5256,7,2017,15,unknown,1.3,33,pug,https://t.co/xZDA9Qsq1O
885984800019947520,2017-07-14,Twitter for iPhone,jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,28507,5590,7,2017,14,unknown,1.2,100,blenheim_spaniel,https://t.co/BuveP0uMF1
885528943205470208,2017-07-13,Twitter for iPhone,maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,31488,5307,7,2017,13,unknown,1.3,100,pug,https://t.co/tp1kQ8i9JF
885311592912609280,2017-07-13,Twitter for iPhone,lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,0,15375,7,2017,13,unknown,1.3,66,labrador_retriever,https://t.co/SATN4If5H5
885167619883638784,2017-07-12,Twitter for iPhone,none,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,19190,3654,7,2017,12,unknown,1.3,100,malamute,https://t.co/44ItaMubBf
884925521741709313,2017-07-12,Twitter for iPhone,earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,67042,14946,7,2017,12,unknown,1.2,100,italian_greyhound,https://t.co/MYJvdlNRVa
884876753390489601,2017-07-11,Twitter for iPhone,lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,24304,4639,7,2017,11,unknown,1.3,100,chow,https://t.co/74TKAUsLkO
884562892145688576,2017-07-11,Twitter for iPhone,kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,21246,3896,7,2017,11,unknown,1.3,100,pug,https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10,Twitter for iPhone,none,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,23784,4778,7,2017,10,unknown,1.4,100,pembroke,https://t.co/vvBOcC2VdC
884162670584377345,2017-07-09,Twitter for iPhone,yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,17890,2493,7,2017,9,doggo,1.2,100,german_shepherd,https://t.co/YSI00BzTBZ
883838122936631299,2017-07-09,Twitter for iPhone,noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,19095,2849,7,2017,9,unknown,1.2,100,doberman,https://t.co/V85xujjDDY
883482846933004288,2017-07-08,Twitter for iPhone,bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,40054,8227,7,2017,8,unknown,0.5,100,golden_retriever,https://t.co/qjrljjt948
883360690899218434,2017-07-07,Twitter for iPhone,grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,19881,3061,7,2017,7,floofer,1.3,100,chow,https://t.co/rf661IFEYP
883117836046086144,2017-07-07,Twitter for iPhone,none,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,32387,5512,7,2017,7,unknown,1.3,100,golden_retriever,https://t.co/Se5fZ9wp5E
882992080364220416,2017-07-06,Twitter for iPhone,rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,20922,3230,7,2017,6,unknown,1.3,66,eskimo_dog,https://t.co/tyER0KpdXj
882762694511734784,2017-07-06,Twitter for iPhone,gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,24699,4078,7,2017,6,pupper,1.2,100,labrador_retriever,https://t.co/D43I96SlVu
882627270321602560,2017-07-05,Twitter for iPhone,stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,24530,5045,7,2017,5,unknown,1.3,100,pembroke,https://t.co/Nx52PGwH94
882268110199369728,2017-07-04,Twitter for iPhone,alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,39054,9586,7,2017,4,unknown,1.3,100,golden_retriever,https://t.co/fYP5RlutfA
882045870035918850,2017-07-04,Twitter for iPhone,koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,25625,4067,7,2017,4,unknown,1.3,33,web_site,https://t.co/zeDpnsKX7w
881906580714921986,2017-07-03,Twitter for iPhone,rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,21379,2841,7,2017,3,unknown,1.2,66,weimaraner,https://t.co/503CgWbhxQ
881666595344535552,2017-07-03,Twitter for iPhone,gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,44410,8915,7,2017,3,unknown,1.3,100,saluki,https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02,Twitter for iPhone,None,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,43299,13353,7,2017,2,pupper,1.4,33,samoyed,https://t.co/ghXBIIeQZF
